id,artist,album,album_art,top_emotion,id1,id2,id3,id4,id5
5381,Ladytron,Gravity the Seducer,https://i.scdn.co/image/ab67616d0000b2736b4e0e22be935a82ee2c006e,sadness,3336,8864,2013,6934,3334
5382,Wild Flag,Wild Flag,https://i.scdn.co/image/ab67616d0000b273deaa5b2afafbcce0a463aa1a,joy,3213,9770,2779,2360,2533
5383,Laura Marling,A Creature I Don't Know,https://i.scdn.co/image/ab67616d0000b273d73adf5ce1c42afe1b17b94f,surprise,8507,9566,2389,4650,1638
5384,CANT,Dreams Come True,https://i.scdn.co/image/ab67616d0000b27341546e41a2d1644db2f60d47,surprise,2436,9236,9968,1406,6714
5385,Jana Rush,Pariah,https://i.scdn.co/image/ab67616d0000b27364d2d0a32ca67b0b46e1786e,anger,9637,1353,6792,5129,2941
5386,Foster the People,Sacred Hearts Club,https://i.scdn.co/image/ab67616d0000b273ca02f2ecba4a803b191c7eab,joy,7854,6049,7118,1647,4932
5387,Us and Us Only,Full Flower,https://i.scdn.co/image/ab67616d0000b27367983b4b25899185a970e3d1,sadness,9610,7000,6319,10374,1533
5388,Stereolab,Dots and Loops,https://i.scdn.co/image/ab67616d0000b273e2a08e86f318fbdc2b1a5c24,joy,9457,911,1685,1467,2088
5389,Ramones,Leave Home,https://i.scdn.co/image/ab67616d0000b2737c75de5dd295bd646858d9a5,joy,5430,8537,10837,6100,68
5390,Psychic TV,Pagan Day,https://i.scdn.co/image/ab67616d0000b27395157ed0b858df35c6fb0aa5,joy,4683,7709,7768,770,4256
5391,Lo Tom,Lo Tom,https://i.scdn.co/image/ab67616d0000b27319db9ac54c80a898a179f0f1,anger,7912,6294,4434,5852,10435
5392,Wand,Ganglion Reef,https://i.scdn.co/image/ab67616d0000b2737b0d6032217b0fb6e3a70f76,anger,8698,7227,5998,10133,8078
5393,Jason Feathers,De Oro,https://i.scdn.co/image/ab67616d0000b2739fcf75997ca9c2cff6d47938,anger,1599,10743,6728,10511,5184
5394,The New Pornographers,Brill Bruisers,https://i.scdn.co/image/ab67616d0000b273f838c147fe6089e9345972d4,joy,7781,9624,2899,7726,3423
5395,Literature,Chorus,https://i.scdn.co/image/ab67616d0000b27374b39eaa0796b996a21ce6cb,sadness,8978,2638,9437,8031,5709
5396,"Susanna, Jenny Hval",Meshes of Voice,https://i.scdn.co/image/ab67616d0000b273bdb19b324322854bb183ca59,surprise,1236,6766,3419,1371,8167
5397,JJ,V,https://i.scdn.co/image/ab67616d0000b273615006468566aec517450e9f,surprise,4355,6832,5668,5645,2494
5398,Sufjan Stevens,Carrie & Lowell,https://i.scdn.co/image/ab67616d0000b273820e2ac14772ae3162c6d479,sadness,9557,4191,3779,534,440
5399,Thursday,Waiting,https://i.scdn.co/image/ab67616d0000b27346c50ab084a58f9f09547ab0,sadness,10826,8263,10942,1107,1671
5400,Laura Marling,Short Movie,https://i.scdn.co/image/ab67616d0000b273eb11ed5d98a2635d08ed5996,joy,262,5877,903,3375,8234
5401,Future,56 Nights,https://i.scdn.co/image/ab67616d0000b273354fc3fc863c252e3c4b8eda,anger,6955,10609,2420,9429,2386
5402,Chilly Gonzales,Chambers,https://i.scdn.co/image/ab67616d0000b27330be1b9f8f31609cf3762649,sadness,534,4296,6080,5398,663
5403,Nick Hakim,Green Twins,https://i.scdn.co/image/ab67616d0000b2731e69ac511162b8c4548039d8,joy,2422,3333,3945,5050,10689
5404,"Faith Evans, The Notorious B.I.G.",The King & I,https://i.scdn.co/image/ab67616d0000b273d477706cfe2644fd6f80665f,anger,3967,4383,10714,703,536
5405,The Mountain Goats,Goths,https://i.scdn.co/image/ab67616d0000b27314761de8e6a1c7e5f3dd8adf,sadness,7810,7573,5963,1329,9236
5406,Violent Femmes,Violent Femmes,https://i.scdn.co/image/ab67616d0000b27354096a7f898de0233d76f626,sadness,7919,7119,9201,8825,2378
5407,Peter Bjorn and John,Gimme Some,https://i.scdn.co/image/ab67616d0000b273cc36f55101a88d3aecad8c35,anger,9734,1294,3061,2007,9119
5408,Ed Askew,Imperfiction,https://i.scdn.co/image/ab67616d0000b273fa3487131e739a64a5aeb445,joy,8852,7281,3328,7545,4828
5409,Queen,Queen,https://i.scdn.co/image/ab67616d0000b2730c81460f642e658a1c654a12,joy,5451,1086,7929,2732,9547
5410,Peaking Lights,936,https://i.scdn.co/image/ab67616d0000b27396f9dd4d144357a8b426ec5f,joy,3623,3995,6655,1818,7438
5411,Heidecker & Wood,Starting From Nowhere,https://i.scdn.co/image/ab67616d0000b27325be1042fc97bdffe32eb23e,joy,334,4758,3228,5603,1825
5412,Royal City,Alone at the Microphone,https://i.scdn.co/image/ab67616d0000b273211f532ea37e65d40b865c56,sadness,10065,1341,1057,1757,4199
5413,Bratmobile,Girls Get Busy,https://i.scdn.co/image/ab67616d0000b273a75b31b8d6a2156991171314,anger,8393,4284,7074,3055,816
5414,Sage Francis,Personal Journals,https://i.scdn.co/image/ab67616d0000b27386230de70ae2fa97b6a64c27,sadness,10941,245,4592,4442,2959
5415,namelessnumberheadman,Your Voice Repeating,https://i.scdn.co/image/ab67616d0000b273c2afcedee19e0c572c96a2b1,surprise,3366,8209,6181,7937,9349
5416,Oh No,Dr. No's Oxperiment,https://i.scdn.co/image/ab67616d0000b27356076416bc1f2aa01a66f2df,sadness,1515,3336,8784,3408,4318
5417,Common,Finding Forever,https://i.scdn.co/image/ab67616d0000b273aff3e314cdf20d576c4e6575,joy,4630,4632,907,2760,2089
5418,1990s,Cookies,https://i.scdn.co/image/ab67616d0000b273f5ef2b9ea259c5e1b12e458b,joy,314,9281,10991,3686,6960
5419,Tegan and Sara,The Con,https://i.scdn.co/image/ab67616d0000b273377453abefeab743c5633fcc,sadness,2005,1828,9735,7228,5484
5420,St. Vincent,Marry Me,https://i.scdn.co/image/ab67616d0000b273564f954f72271064eec36d31,sadness,8652,1254,9708,7562,9199
5421,Blues Explosion,Damage,https://i.scdn.co/image/ab67616d0000b273ee90a541cc827672c3438847,sadness,8394,5245,1858,2795,7824
5422,"James Yorkston, The Athletes",Just Beyond the River,https://i.scdn.co/image/ab67616d0000b273769b239e65bb3778b38281f5,joy,668,1965,8092,2796,8006
5423,Panda Bear,Young Prayer,https://i.scdn.co/image/ab67616d0000b273decb9420fd0825eccfac1f00,joy,2561,7086,7654,2531,5374
5424,Bloc Party,Bloc Party EP,https://i.scdn.co/image/ab67616d0000b273f2a695e5208fe4bd4bf9510b,anger,725,4417,1861,4053,5941
5425,Talib Kweli,The Beautiful Struggle,https://i.scdn.co/image/ab67616d0000b273c7b4800e9b55beabe4b6f7fa,joy,72,6331,349,1046,3017
5426,Ian Isiah,Shugga Sextape Vol. 1,https://i.scdn.co/image/ab67616d0000b2736bed2d55d55e18874e836021,anger,5029,4705,10185,9544,9074
5427,Ryley Walker,The Lillywhite Sessions,https://i.scdn.co/image/ab67616d0000b27307abe84856b18623afb6708a,joy,10181,9417,3498,1977,8744
5428,Leikeli47,Acrylic,https://i.scdn.co/image/ab67616d0000b27395af8a497821be5c98fdd5dc,anger,6850,5209,1687,9400,9588
5429,Van Morrison,Moondance,https://i.scdn.co/image/ab67616d0000b273d828b182ee9b7193a0f8b5d6,joy,5109,9401,3345,4673,7675
5430,The Music,Welcome to the North,https://i.scdn.co/image/ab67616d0000b2733ab7c3d76255c37bf5e704ae,joy,8537,5389,68,6100,5081
5431,Kings of Leon,Aha Shake Heartbreak,https://i.scdn.co/image/ab67616d0000b2738df6e3203adc247218810906,joy,5097,9243,10486,3011,10244
5432,Metallica,Death Magnetic,https://i.scdn.co/image/ab67616d0000b273dfe44d577f07e08564ec73ed,sadness,4830,2507,2059,3379,1103
5433,Kimya Dawson,Alphabutt,https://i.scdn.co/image/ab67616d0000b2730607b90eeff6739821f03b80,joy,2458,8922,6019,7149,7208
5434,Okkervil River,The Stand Ins,https://i.scdn.co/image/ab67616d0000b2737f84904e8689c126c958ddc6,joy,3618,668,7493,9959,3269
5435,Pierre de Reeder,The Way That It Was,https://i.scdn.co/image/ab67616d0000b273dcce177532aa5b1909ebbb89,joy,7767,5458,761,9214,853
5436,Made Out of Babies,The Ruiner,https://i.scdn.co/image/ab67616d0000b273124cf1eff34647b41af27ec8,anger,4414,9316,6106,2721,1605
5437,Matthew Sweet,Sunshine Lies,https://i.scdn.co/image/ab67616d0000b273566ee62c51b5f2b1039bb1e2,joy,5313,7880,6043,4336,3368
5438,Chet Faker,Built on Glass,https://i.scdn.co/image/ab67616d0000b273adaa2007dffc30492c87bba4,sadness,4304,745,6487,1674,10602
5439,The Afghan Whigs,Do to the Beast,https://i.scdn.co/image/ab67616d0000b2735acec92b57398ef614f2c02c,joy,7104,6003,3747,775,10888
5440,Impetuous Ritual,Unholy Congregation of Hypocritical Ambivalence,https://i.scdn.co/image/ab67616d0000b2731daa6cdd15ffc2a051631882,joy,5258,10436,10473,10680,2480
5441,The Both,The Both,https://i.scdn.co/image/ab67616d0000b273e9a522d43a304d4d433ff251,anger,4143,5734,1907,7617,8369
5442,Woods,With Light and With Love,https://i.scdn.co/image/ab67616d0000b273809c6227d1b92269f0f3c33f,joy,4205,6854,2614,806,3058
5443,Triptykon,Melana Chasmata,https://i.scdn.co/image/ab67616d0000b2731bd466fc4a64bcd26c4a7d76,sadness,7502,3403,8131,5211,4483
5444,Wire,Pink Flag,https://i.scdn.co/image/ab67616d0000b2734c6c5ba83f726dbecf710361,surprise,6459,7594,2251,10537,9263
5445,Placebo,Meds,https://i.scdn.co/image/ab67616d0000b2735a95bd5fa1b59b390a22d1de,sadness,6789,2179,6142,3700,5214
5446,Frog Eyes,The Bloody Hand,https://i.scdn.co/image/ab67616d0000b27305c2b5678b0c412f4db98f0d,anger,10881,5620,1741,2917,110
5447,Cadence Weapon,Breaking Kayfabe,https://i.scdn.co/image/ab67616d0000b2734d99e43404f1cdddae693bad,anger,6052,2553,5983,7126,4653
5448,Shopping,The Official Body,https://i.scdn.co/image/ab67616d0000b2734a3f521b4b6471807308cfb7,surprise,9166,4409,5846,3612,2996
5449,First Aid Kit,Ruins,https://i.scdn.co/image/ab67616d0000b273d18509393eca912bfac46125,sadness,2391,4840,3261,6053,2402
5450,The Go! Team,Semicircle,https://i.scdn.co/image/ab67616d0000b273d59257316ac6d613a56021d4,surprise,8938,7392,8190,5334,9121
5451,SiR,November,https://i.scdn.co/image/ab67616d0000b2736892023452c99d13a58c7647,joy,7929,2732,5409,9676,5266
5452,Organ Tapes,Into One Name,https://i.scdn.co/image/ab67616d0000b273b3736d674d6b4aa518d17458,surprise,6535,2563,6500,6190,3872
5453,Camila Cabello,Camila,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,joy,3180,5157,10694,4134,5554
5454,Shame,Songs of Praise,https://i.scdn.co/image/ab67616d0000b273e65f4a5fc300016667e4b3cd,joy,2745,10457,3285,4024,8551
5455,Say Hi,Oohs & Aahs,https://i.scdn.co/image/ab67616d0000b2730986081bfbaba3957ec06d9a,joy,3110,6853,1472,10396,4314
5456,Metric,Fantasies,https://i.scdn.co/image/ab67616d0000b27380b25efe77045baa9bffd7e1,joy,10243,9077,1817,5306,187
5457,Prince,Lotusflow3r,https://i.scdn.co/image/ab67616d0000b27313cf16fd961a4b0bf822081a,joy,4798,6883,776,4043,709
5458,O+S,O+S,https://i.scdn.co/image/ab67616d0000b2738b1b8493251b3c6ada0d9d0c,sadness,10009,8398,5818,5435,5643
5459,Thieves Like Us,Play Music,https://i.scdn.co/image/ab67616d0000b273af44dd1aaeca95cb336ffabc,joy,6536,3987,851,7868,10746
5460,The Love Language,The Love Language,https://i.scdn.co/image/ab67616d0000b273ee6ffe308f9db0f9f384d8b0,sadness,4925,7051,9414,8923,2036
5461,Boston Spaceships,Our Cubehouse Still Rocks,https://i.scdn.co/image/ab67616d0000b2738987d0eadf1527d6eb621151,joy,10794,10225,5315,5628,3864
5462,Seefeel,Faults,https://i.scdn.co/image/ab67616d0000b273d2a5181f56a8dfcfff88bae8,sadness,382,6028,804,5857,10866
5463,Crocodiles,Sleep Forever,https://i.scdn.co/image/ab67616d0000b27303c3ab48ccb59f21b317d94b,sadness,7449,1107,954,1870,4228
5464,Abe Vigoda,Crush,https://i.scdn.co/image/ab67616d0000b27349582a94444f7e644365f0c7,sadness,6892,7112,1913,8256,2116
5465,MF DOOM,Expektoration Live,https://i.scdn.co/image/ab67616d0000b2732c4e1de8ac8a3f1fae079fef,surprise,9683,6858,4517,1532,1586
5466,Weezer,Hurley,https://i.scdn.co/image/ab67616d0000b273f436912c85554070dde31ea3,sadness,2940,6789,2849,8595,9194
5467,Pallbearer,Sorrow and Extinction,https://i.scdn.co/image/ab67616d0000b273627768015826928af836038c,sadness,732,2344,2590,5819,9797
5468,Pond,"Beard, Wives, Denim",https://i.scdn.co/image/ab67616d0000b2732bedc3a54bb53aac59be0efd,sadness,3811,6887,3677,2217,4781
5469,Plants and Animals,The End of That,https://i.scdn.co/image/ab67616d0000b273ab550c28248fe1b90793db7f,sadness,6514,5728,10646,8197,8499
5470,David Sylvian,A Victim of Stars: 1982-2012,https://i.scdn.co/image/ab67616d0000b27370dad997ab7249687db409fb,joy,7333,3313,8882,2189,6200
5471,Memoryhouse,The Slideshow Effect,https://i.scdn.co/image/ab67616d0000b2733dac668e37b5c33307c738fd,sadness,6595,2680,5717,13,9175
5472,Badly Drawn Boy,It's What I'm Thinking (Part One: Photographing Snowflakes),https://i.scdn.co/image/5e84bfeb0be7575c484dce75619e4dbac9695b0f,joy,8890,208,2550,7551,9331
5473,Jesu,Heart Ache & Dethroned,https://i.scdn.co/image/ab67616d0000b2730250a30a2f005b16fc104e55,sadness,5512,5246,1207,7428,6839
5474,Massive Attack,Atlas Air EP,https://i.scdn.co/image/ab67616d0000b273070810c51f7ef3838bff5310,sadness,153,9919,3787,2247,6416
5475,Hudson Mohawke,Lantern,https://i.scdn.co/image/ab67616d0000b273bc181c91295323ecc970dd98,sadness,10636,8611,5328,2807,6188
5476,Ryn Weaver,The Fool,https://i.scdn.co/image/ab67616d0000b2732262f81d3008feb57a745e16,sadness,6427,7402,5906,9201,9010
5477,Boosie Badazz,Touch Down 2 Cause Hell,https://i.scdn.co/image/ab67616d0000b273a11943e2a06c312c7733737c,anger,8644,3294,2677,2576,6242
5478,FFS,FFS,https://i.scdn.co/image/ab67616d0000b2739581060aae8c15077b863a0a,anger,6176,3354,9362,4298,703
5479,PINS,Wild Nights,https://i.scdn.co/image/ab67616d0000b27308150f3b3b0a5b1812452481,sadness,2594,2647,9330,6826,3369
5480,Heartless Bastards,Restless Ones,https://i.scdn.co/image/ab67616d0000b273dd08ae72306a7fcc16f0f2be,sadness,5695,5017,402,8305,10663
5481,Maritime,Heresy and the Hotel Choir,https://i.scdn.co/image/ab67616d0000b2739269939fcd69955f9f3b7b26,sadness,5954,318,6415,3194,564
5482,Enon,Grass Geysers... Carbon Clouds,https://i.scdn.co/image/ab67616d0000b273d989946da160755edffc6ad6,anger,10987,1080,7592,6304,6612
5483,Radiohead,In Rainbows,https://i.scdn.co/image/ab67616d0000b273de3c04b5fc750b68899b20a9,anger,6478,199,1766,8930,2643
5484,Steve Earle,Washington Square Serenade,https://i.scdn.co/image/ab67616d0000b273e09b32a7749cf657187c28ee,sadness,9210,4895,10564,6905,9801
5485,Mark Sultan,The Sultanic Verses,https://i.scdn.co/image/ab67616d0000b273a6b008c6dff100a9063ca57d,joy,4385,721,7843,1655,5816
5486,M83,Digital Shades Vol. 1,https://i.scdn.co/image/ab67616d0000b273f554906cc1228e138309dfb5,surprise,10861,4467,1236,5396,10038
5487,Martina Topley-Bird,Quixotic,https://i.scdn.co/image/ab67616d0000b27369a484075ad4bd29b050b36e,anger,10435,5826,6201,5607,9205
5488,The Coral,Magic & Medicine,https://i.scdn.co/image/ab67616d0000b273fa62480a42aa482bf28e32a3,sadness,8156,305,3600,8222,3661
5489,Squarepusher,Ultravisitor,https://i.scdn.co/image/ab67616d0000b273f5b54c02b25abfe416e8a6ec,joy,2569,2058,1391,8467,6169
5490,The Microphones,Live in Japan,https://i.scdn.co/image/ab67616d0000b273a70d49057c2d147be7807899,sadness,3781,9688,8132,4217,254
5491,No Age,Nouns,https://i.scdn.co/image/ab67616d0000b27369e08f1e376646719ed3394d,sadness,7357,8173,6779,3677,900
5492,Atmosphere,"When Life Gives You Lemons, You Paint That Shit Gold",https://i.scdn.co/image/ab67616d0000b27380ed8fe3bc537839f250ee8a,anger,5756,9787,4272,491,5318
5493,Fairport Convention,What We Did on Our Holidays,https://i.scdn.co/image/ab67616d0000b273234be365781c415e1541cbeb,joy,2106,5326,6078,10879,1329
5494,Boris,Smile,https://i.scdn.co/image/ab67616d0000b27336b149fac4ae2734cdc4642d,joy,502,4609,10079,4851,9496
5495,Chicha Libre,¡Sonido Amazonico!,https://i.scdn.co/image/ab67616d0000b2730e9e391bf265007b84314be4,sadness,391,8471,443,5742,7234
5496,Tindersticks,The Hungry Saw,https://i.scdn.co/image/ab67616d0000b27397d09c0c6b9fb91082918890,sadness,10286,828,8717,4806,1926
5497,Portishead,Dummy,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,sadness,8696,1315,10306,4278,10237
5498,Playboi Carti,Playboi Carti,https://i.scdn.co/image/ab67616d0000b273e31a279d267f3b3d8912e6f1,joy,9715,8,2989,8035,2325
5499,Rich Homie Quan,Back to the Basics,https://i.scdn.co/image/ab67616d0000b273c4b3d11e642c48f1716ea0bc,anger,8644,2268,943,983,5928
5500,Charly Bliss,Guppy,https://i.scdn.co/image/ab67616d0000b2733bb81b1ca73b4787cb726b54,sadness,10937,8736,516,2024,8012
5501,Blue Iverson,Hotep,https://i.scdn.co/image/ab67616d0000b273e5743b08665f86417e2bd458,joy,304,9701,10145,7768,3211
5502,Kraftwerk,Minimum-Maximum,https://i.scdn.co/image/ab67616d0000b27375c32f5adf58b5e1a9a76e0e,joy,10843,6107,1435,5827,7191
5503,Lucero,Nobody's Darlings,https://i.scdn.co/image/ab67616d0000b27322049fc582cec5acf2e741ea,sadness,1418,4730,5306,9815,10788
5504,Coldplay,X&Y,https://i.scdn.co/image/ab67616d0000b2734e0362c225863f6ae2432651,surprise,7056,6272,6693,4375,481
5505,Super Furry Animals,Fuzzy Logic,https://i.scdn.co/image/ab67616d0000b2730b13316f2c7d7c916dc675db,sadness,10759,5135,9395,9758,1535
5506,Make Believe,Make Believe,https://i.scdn.co/image/ab67616d0000b2739fb017c574d0c657ba5def26,joy,6856,10697,10,432,6807
5507,Memphis Bleek,534,https://i.scdn.co/image/ab67616d0000b2738015e92cc0f118abac720d55,anger,739,5867,5292,4935,584
5508,A Northern Chorus,Bitter Hands Resign,https://i.scdn.co/image/ab67616d0000b27314d094e96a680b34fdc92bb1,sadness,1350,2754,6723,5834,5522
5509,P:ano,Brigadoon,https://i.scdn.co/image/ab67616d0000b273e5ef84738d572e888dc14a15,sadness,4614,6919,1649,10385,2157
5510,Bass Drum of Death,Bass Drum of Death,https://i.scdn.co/image/ab67616d0000b273b3cb108ac8920cdf9b7ad2bf,sadness,4451,10855,10483,2297,9593
5511,Joey Bada$$,Summer Knights,https://i.scdn.co/image/ab67616d0000b273f1037b8a8a10a676c3409f4c,anger,7898,5719,10150,3023,9644
5512,Speedy Ortiz,Major Arcana,https://i.scdn.co/image/ab67616d0000b27391313d0b4dc6e7bf0a03c35b,anger,5246,9430,10414,5985,7232
5513,Jason Isbell,Southeastern,https://i.scdn.co/image/ab67616d0000b273cadba04ee5fa8612182151c6,sadness,6950,5237,5585,2450,10652
5514,Kirin J Callinan,Embracism,https://i.scdn.co/image/ab67616d0000b273b78f87f1158ad8d1f5b42af8,sadness,953,10646,10997,5475,8197
5515,Ciara,Ciara,https://i.scdn.co/image/ab67616d0000b273e17d597d592d140c9394623d,joy,3017,3909,773,3702,4117
5516,Melt Yourself Down,Melt Yourself Down,https://i.scdn.co/image/ab67616d0000b273cc3ba24bf6a546b0d2006f52,joy,3148,1911,3305,3870,1765
5517,Teenage Fanclub,Bandwagonesque,https://i.scdn.co/image/ab67616d0000b273267bc422b348bc278af4fa81,joy,5259,8529,2523,7645,2916
5518,Lambchop,What Another Man Spills,https://i.scdn.co/image/ab67616d0000b273fcb32253bee738fb2f58e6bc,joy,4170,9106,9616,4476,2436
5519,Tirzah,Devotion,https://i.scdn.co/image/ab67616d0000b273281b57bfec5391971863c05a,anger,10579,1897,5944,7353,7026
5520,Miles Kane,Coup de Grace,https://i.scdn.co/image/ab67616d0000b2738be6401eea27626cfcba186b,sadness,318,6429,6415,564,5481
5521,Jake Shears,Jake Shears,https://i.scdn.co/image/ab67616d0000b273059c53fa759d2b27865298d8,sadness,1223,6240,8310,9387,2585
5522,Aereogramme,A Story in White,https://i.scdn.co/image/ab67616d0000b2734f7fa260da9428a63b34461c,surprise,6723,2754,4912,5508,2935
5523,Half-Handed Cloud,Learning About Your Scale,https://i.scdn.co/image/ab67616d0000b273e24fa5240dd79dac267ac264,joy,2794,7982,9547,9214,5902
5524,Saul Williams,Amethyst Rock Star,https://i.scdn.co/image/ab67616d0000b273cb215a8e96d614c34453dbb6,surprise,5764,7594,2060,6118,5748
5525,Kill Creek,Colors of Home,https://i.scdn.co/image/ab67616d0000b27355ffee21155cde4a3203686b,surprise,4878,6898,1121,6602,5014
5526,Gorky's Zygotic Mynci,How I Long to Feel That Summer in My Heart,https://i.scdn.co/image/ab67616d0000b27351d7b6d57ecc30a55a288f8a,sadness,6207,8085,3077,4339,3985
5527,Spokane,The Proud Graduates,https://i.scdn.co/image/ab67616d0000b2735298f5c5a791713b26fe470b,surprise,7836,4817,2815,1176,603
5528,The Natural History,Beat Beat Heartbeat,https://i.scdn.co/image/ab67616d0000b273222dd02b74a2253f7ebf1974,surprise,6068,3595,9865,3175,11024
5529,Kaospilot,Kaospilot,https://i.scdn.co/image/ab67616d0000b27384a8dec5aeab76c71678ac2d,sadness,7380,4018,2723,1562,9294
5530,The Sleepy Jackson,Lovers,https://i.scdn.co/image/ab67616d0000b2731c5b33cff628b59209171ea6,sadness,1691,2165,9578,3395,1843
5531,The Weakerthans,Reconstruction Site,https://i.scdn.co/image/ab67616d0000b2734769c91060c04fee0ee3a511,anger,842,29,9319,8117,33
5532,The USA Is a Monster,Wohaw,https://i.scdn.co/image/ab67616d0000b273e4344cc198d883ebd368f4f1,anger,7909,4608,10222,4397,7793
5533,The Band,A Musical History,https://i.scdn.co/image/ab67616d0000b2731fa878d10a8535024174819b,sadness,6332,627,5547,141,8999
5534,The Joggers,With a Cape and a Cane,https://i.scdn.co/image/ab67616d0000b273470e48fa6df1e77c707db2e5,anger,6555,2996,3408,8587,3340
5535,Rogue Wave,Descended Like Vultures,https://i.scdn.co/image/ab67616d0000b2730b90ef6ec21d8bf028771e0a,surprise,499,4349,7093,10755,9783
5536,T. Raumschmiere,Blitzkrieg Pop,https://i.scdn.co/image/ab67616d0000b27397f675bb13b1506323acd242,joy,8653,3919,10654,8648,8046
5537,Kevin Morby,Still Life,https://i.scdn.co/image/ab67616d0000b273630d2589e095184eed1e0b7a,sadness,1831,3449,852,6869,5967
5538,DJ Quik,The Midnight Life,https://i.scdn.co/image/ab67616d0000b2730d33f490e39b40a6d24a000e,anger,6203,260,6108,10972,1233
5539,Drexciya,Neptune's Lair,https://i.scdn.co/image/ab67616d0000b273b5bc4e4f87c58fe6c074440f,anger,8566,3081,4651,2761,3580
5540,Kele,Trick,https://i.scdn.co/image/ab67616d0000b273f7b4e1ac41b704d9e53c4b72,joy,8623,7022,1152,10566,6158
5541,Kindness,Otherness,https://i.scdn.co/image/ab67616d0000b2737821497d1be33a81ebb93b25,surprise,5605,3853,6993,5132,7792
5542,Jawbreaker,24 Hour Revenge Therapy,https://i.scdn.co/image/ab67616d0000b273056f143d4a74894786933918,sadness,6770,8196,1885,9226,8151
5543,Allo Darlin',We Come From the Same Place,https://i.scdn.co/image/ab67616d0000b27361deec5bf44124d7ce0aa47f,joy,6946,3228,432,10495,9781
5544,Julian Plenti,Julian Plenti Is... Skyscraper,https://i.scdn.co/image/ab67616d0000b273fb7e3a640cd77124b280fdc6,joy,7409,849,7358,1347,10054
5545,Drug Rug,Paint the Fence Invisible,https://i.scdn.co/image/ab67616d0000b273c76b7e2fa582f36e6fcc4401,sadness,55,2369,909,8630,4684
5546,Nathan Fake,Hard Islands,https://i.scdn.co/image/ab67616d0000b2738135f281f326d5a8838bfd90,surprise,7328,5847,9350,3067,8116
5547,Blur,Midlife: A Beginner's Guide to Blur,https://i.scdn.co/image/ab67616d0000b273bafefce51da47fd0e7bf124d,joy,1825,5327,693,5533,233
5548,Mocky,Saskamodie,https://i.scdn.co/image/ab67616d0000b2731c279949a767f755fd0c88b3,joy,2203,6517,10520,9381,5276
5549,Galantis,The Aviary,https://i.scdn.co/image/ab67616d0000b27371340c55289f59acb3ecd40f,joy,7892,10927,4210,7289,1438
5550,Ariel Pink,Dedicated to Bobby Jameson,https://i.scdn.co/image/ab67616d0000b2738878e5228bafd3cc8231b56f,joy,10116,9992,1856,8617,6246
5551,Michael McDonald,Wide Open,https://i.scdn.co/image/ab67616d0000b2732f4ce102143cfc68ec6c3816,joy,3410,1153,10012,1101,10377
5552,Shenandoah Davis,Souvenirs,https://i.scdn.co/image/ab67616d0000b273b538766396ef344e25379d35,surprise,581,870,10388,9517,10755
5553,Hundred Waters,Communicating,https://i.scdn.co/image/ab67616d0000b273cb9d3b2408a59af7780a7f80,surprise,5166,9558,870,8202,8396
5554,Deer Tick,Deer Tick Vol. 1,https://i.scdn.co/image/ab67616d0000b273c8cc055c16d495ec59d2be12,joy,10694,9695,10214,10393,4134
5555,Tara Jane O’Neil,In Circles,https://i.scdn.co/image/ab67616d0000b2736c0b1b7091edc8c1f3ef061c,joy,704,4763,826,136,3789
5556,Frightened Rabbit,Sing the Greys,https://i.scdn.co/image/ab67616d0000b273541aa462d742813e3e2823ec,anger,1286,10976,4743,4985,2504
5557,Mos Def,True Magic,https://i.scdn.co/image/ab67616d0000b273d850e3e29504aff11cbbb52b,joy,9497,6726,5881,2212,8032
5558,Plastic Little,She's Mature,https://i.scdn.co/image/ab67616d0000b273ad0141bf4f7b8a3693b14c47,anger,272,9120,3734,170,6113
5559,Julie Sokolow,Something About Violins,https://i.scdn.co/image/ab67616d0000b273722f909b93560423f3fd5aac,sadness,3486,6736,1713,1197,10044
5560,Gruff Rhys,Candylion,https://i.scdn.co/image/ab67616d0000b273a3a626701801399a79f1fba0,joy,8322,252,6807,9348,544
5561,Massive Attack,Heligoland,https://i.scdn.co/image/ab67616d0000b273852aaa233e122f1dbfefcf00,joy,8226,7624,7950,5077,6771
5562,The Watson Twins,"Talking to You, Talking to Me",https://i.scdn.co/image/ab67616d0000b27305547420ffc354710d404b48,sadness,5952,9064,5497,4857,10109
5563,Basia Bulat,Heart of My Own,https://i.scdn.co/image/ab67616d0000b273753239d64dffdabde0ffdab6,joy,4116,9517,3550,8959,4854
5564,Hot Chip,One Life Stand,https://i.scdn.co/image/ab67616d0000b273ed717b9fe8ead59ec2f2e600,joy,8037,9949,1952,10958,11034
5565,Strong Arm Steady,In Search of Stoney Jackson,https://i.scdn.co/image/ab67616d0000b2732bc8525f47a99abf3e26d109,anger,358,9897,4101,49,7401
5566,South,From Here On In,https://i.scdn.co/image/ab67616d0000b27353fe08788ceb01401236bcba,surprise,7085,1643,7416,4878,1098
5567,Erik Sanko,"Past Imperfect, Present Tense",https://i.scdn.co/image/ab67616d0000b2730029f2b819c5bd63ef062951,sadness,10824,3718,5303,7470,9160
5568,The Divine Comedy,Regeneration,https://i.scdn.co/image/ab67616d0000b273aae30383c3857e250e2ef5f9,anger,6138,6768,7061,2365,2718
